filename;file_size;file_attributes;region_count;region_id;region_shape_attributes;region_attributes
porsche_taycan18.jpg;7997;{};1;0;"{""name"":""rect"",""x"":72,""y"":11,""width"":278,""height"":103}";"{""porsche_taycan"":""porsche_taycan""}"
porsche_taycan19.jpg;7798;{};1;0;"{""name"":""rect"",""x"":64,""y"":89,""width"":156,""height"":65}";"{""porsche_taycan"":""porsche_taycan""}"
porsche_taycan20.jpg;6709;{};1;0;"{""name"":""rect"",""x"":92,""y"":88,""width"":145,""height"":80}";"{""porsche_taycan"":""porsche_taycan""}"
porsche_taycan21.jpg;5308;{};1;0;"{""name"":""rect"",""x"":35,""y"":62,""width"":237,""height"":94}";"{""porsche_taycan"":""porsche_taycan""}"
porsche_taycan22.jpg;9471;{};1;0;"{""name"":""rect"",""x"":11,""y"":14,""width"":271,""height"":149}";"{""porsche_taycan"":""porsche_taycan""}"
porsche_taycan23.jpg;10761;{};1;0;"{""name"":""rect"",""x"":17,""y"":50,""width"":243,""height"":112}";"{""porsche_taycan"":""porsche_taycan""}"
porsche_taycan24.jpg;6265;{};1;0;"{""name"":""rect"",""x"":42,""y"":96,""width"":188,""height"":55}";"{""porsche_taycan"":""porsche_taycan""}"
porsche_taycan25.jpg;10967;{};1;0;"{""name"":""rect"",""x"":8,""y"":49,""width"":228,""height"":97}";"{""porsche_taycan"":""porsche_taycan""}"
porsche_taycan26.jpg;8270;{};1;0;"{""name"":""rect"",""x"":37,""y"":16,""width"":201,""height"":147}";"{""porsche_taycan"":""porsche_taycan""}"
porsche_taycan27.jpg;4898;{};1;0;"{""name"":""rect"",""x"":51,""y"":52,""width"":181,""height"":77}";"{""porsche_taycan"":""porsche_taycan""}"
porsche_taycan28.jpg;7423;{};1;0;"{""name"":""rect"",""x"":88,""y"":26,""width"":137,""height"":83}";"{""porsche_taycan"":""porsche_taycan""}"
porsche_taycan29.jpg;6722;{};1;0;"{""name"":""rect"",""x"":54,""y"":70,""width"":174,""height"":76}";"{""porsche_taycan"":""porsche_taycan""}"
porsche_taycan30.jpg;7778;{};1;0;"{""name"":""rect"",""x"":39,""y"":57,""width"":246,""height"":81}";"{""porsche_taycan"":""porsche_taycan""}"
porsche_taycan31.jpg;5144;{};1;0;"{""name"":""rect"",""x"":59,""y"":32,""width"":208,""height"":96}";"{""porsche_taycan"":""porsche_taycan""}"
porsche_taycan32.jpg;10333;{};1;0;"{""name"":""rect"",""x"":29,""y"":36,""width"":244,""height"":94}";"{""porsche_taycan"":""porsche_taycan""}"
porsche_taycan33.jpg;7941;{};1;0;"{""name"":""rect"",""x"":44,""y"":45,""width"":196,""height"":91}";"{""porsche_taycan"":""porsche_taycan""}"
porsche_taycan34.jpg;8252;{};1;0;"{""name"":""rect"",""x"":15,""y"":16,""width"":250,""height"":155}";"{""porsche_taycan"":""porsche_taycan""}"
porsche_taycan35.jpg;11795;{};1;0;"{""name"":""rect"",""x"":17,""y"":96,""width"":229,""height"":79}";"{""porsche_taycan"":""porsche_taycan""}"
porsche_taycan36.jpg;6175;{};1;0;"{""name"":""rect"",""x"":97,""y"":52,""width"":141,""height"":72}";"{""porsche_taycan"":""porsche_taycan""}"
porsche_taycan37.jpg;9016;{};1;0;"{""name"":""rect"",""x"":21,""y"":17,""width"":265,""height"":132}";"{""porsche_taycan"":""porsche_taycan""}"
porsche_taycan38.jpg;6927;{};1;0;"{""name"":""rect"",""x"":44,""y"":74,""width"":198,""height"":65}";"{""porsche_taycan"":""porsche_taycan""}"
porsche_taycan39.jpg;7380;{};1;0;"{""name"":""rect"",""x"":36,""y"":113,""width"":219,""height"":72}";"{""porsche_taycan"":""porsche_taycan""}"
porsche_taycan40.jpg;7454;{};1;0;"{""name"":""rect"",""x"":19,""y"":40,""width"":238,""height"":113}";"{""porsche_taycan"":""porsche_taycan""}"
porsche_taycan41.jpg;9673;{};1;0;"{""name"":""rect"",""x"":16,""y"":27,""width"":215,""height"":128}";"{""porsche_taycan"":""porsche_taycan""}"
porsche_taycan42.jpg;7556;{};1;0;"{""name"":""rect"",""x"":132,""y"":86,""width"":148,""height"":54}";"{""porsche_taycan"":""porsche_taycan""}"
porsche_taycan43.jpg;7329;{};1;0;"{""name"":""rect"",""x"":111,""y"":83,""width"":148,""height"":55}";"{""porsche_taycan"":""porsche_taycan""}"
porsche_taycan44.jpg;7103;{};1;0;"{""name"":""rect"",""x"":89,""y"":81,""width"":153,""height"":73}";"{""porsche_taycan"":""porsche_taycan""}"
porsche_taycan45.jpg;7365;{};1;0;"{""name"":""rect"",""x"":76,""y"":70,""width"":139,""height"":50}";"{""porsche_taycan"":""porsche_taycan""}"
porsche_taycan46.jpg;7828;{};1;0;"{""name"":""rect"",""x"":43,""y"":76,""width"":182,""height"":88}";"{""porsche_taycan"":""porsche_taycan""}"
porsche_taycan47.jpg;7799;{};1;0;"{""name"":""rect"",""x"":94,""y"":73,""width"":182,""height"":84}";"{""porsche_taycan"":""porsche_taycan""}"
porsche_taycan48.jpg;6445;{};1;0;"{""name"":""rect"",""x"":49,""y"":83,""width"":192,""height"":72}";"{""porsche_taycan"":""porsche_taycan""}"
porsche_taycan49.jpg;7828;{};1;0;"{""name"":""rect"",""x"":42,""y"":44,""width"":182,""height"":90}";"{""porsche_taycan"":""porsche_taycan""}"
porsche_taycan50.jpg;9265;{};1;0;"{""name"":""rect"",""x"":8,""y"":13,""width"":319,""height"":128}";"{""porsche_taycan"":""porsche_taycan""}"
porsche_taycan51.jpg;6406;{};1;0;"{""name"":""rect"",""x"":90,""y"":60,""width"":165,""height"":70}";"{""porsche_taycan"":""porsche_taycan""}"
porsche_taycan52.jpg;8112;{};1;0;"{""name"":""rect"",""x"":51,""y"":71,""width"":203,""height"":69}";"{""porsche_taycan"":""porsche_taycan""}"
porsche_taycan53.jpg;7570;{};1;0;"{""name"":""rect"",""x"":46,""y"":52,""width"":242,""height"":110}";"{""porsche_taycan"":""porsche_taycan""}"
porsche_taycan54.jpg;5696;{};1;0;"{""name"":""rect"",""x"":43,""y"":20,""width"":233,""height"":109}";"{""porsche_taycan"":""porsche_taycan""}"
porsche_taycan55.jpg;8679;{};1;0;"{""name"":""rect"",""x"":27,""y"":54,""width"":237,""height"":102}";"{""porsche_taycan"":""porsche_taycan""}"
porsche_taycan56.jpg;8128;{};1;0;"{""name"":""rect"",""x"":40,""y"":68,""width"":218,""height"":78}";"{""porsche_taycan"":""porsche_taycan""}"
porsche_taycan57.jpg;9423;{};1;0;"{""name"":""rect"",""x"":77,""y"":62,""width"":146,""height"":71}";"{""porsche_taycan"":""porsche_taycan""}"
porsche_taycan58.jpg;7038;{};1;0;"{""name"":""rect"",""x"":33,""y"":26,""width"":211,""height"":138}";"{""porsche_taycan"":""porsche_taycan""}"
porsche_taycan59.jpg;9315;{};1;0;"{""name"":""rect"",""x"":19,""y"":32,""width"":323,""height"":95}";"{""porsche_taycan"":""porsche_taycan""}"
porsche_taycan60.jpg;9237;{};1;0;"{""name"":""rect"",""x"":84,""y"":106,""width"":140,""height"":60}";"{""porsche_taycan"":""porsche_taycan""}"
porsche_taycan61.jpg;4946;{};1;0;"{""name"":""rect"",""x"":60,""y"":63,""width"":170,""height"":83}";"{""porsche_taycan"":""porsche_taycan""}"
porsche_taycan62.jpg;7592;{};1;0;"{""name"":""rect"",""x"":26,""y"":45,""width"":217,""height"":95}";"{""porsche_taycan"":""porsche_taycan""}"
porsche_taycan63.jpg;5181;{};1;0;"{""name"":""rect"",""x"":14,""y"":48,""width"":238,""height"":108}";"{""porsche_taycan"":""porsche_taycan""}"
porsche_taycan64.jpg;9318;{};1;0;"{""name"":""rect"",""x"":43,""y"":59,""width"":218,""height"":74}";"{""porsche_taycan"":""porsche_taycan""}"
